model_id,item_id,pillar,item_family,difficulty_level,verifier_type,passed,failure_category,test_score,score_formula_version,modality,reasoning_type,output_format,scorer_type,primary_construct,scored_tokens,token_efficiency,estimated_cost_usd,duration_ms
openai/gpt-5.6-sol,SCOPE-C-CURRENT-RED-HERRING-001,correlation,red_herring_rejection,6,graph_match,True,pass,100.0,scope-score-v0.8.2,mixed_qual_quant,red_herring_rejection,json_object,graph_match,spurious operational correlation rejection,342,1.0,0.01078,6267
openai/gpt-5.6-sol,SCOPE-C-CURRENT-TRUE-CHAIN-001,correlation,true_causal_chain_operational,7,graph_match,True,pass,100.0,scope-score-v0.8.2,multi_artifact_graph,true_causal_chain,json_object,graph_match,causal chain recovery,200,1.0,0.008415,2314
openai/gpt-5.6-sol,SCOPE-O-CURRENT-AMBIG-OWNER-001,objective_inference,ambiguous_objective_clarification,5,binary_fact_extraction,True,pass,100.0,scope-score-v0.8.2,ambiguity_intent,ambiguous_clarification,short_prose,binary_fact_extraction,targeted clarification,112,0.982143,0.0029,2314
openai/gpt-5.6-sol,SCOPE-O-CURRENT-AUDIENCE-CFO-001,objective_inference,audience_context_adaptation,4,binary_fact_extraction,False,incorrect,70.0,scope-score-v0.8.2,mixed_qual_quant,audience_context_adaptation,short_prose,binary_fact_extraction,audience-aware quantified tradeoff selection,74,1.0,0.00365,1699
openai/gpt-5.6-sol,SCOPE-O-CURRENT-IMPLICIT-CONSTRAINT-001,objective_inference,implicit_constraint_recovery,5,binary_fact_extraction,False,incorrect,52.5,scope-score-v0.8.2,qualitative_reasoning,implicit_constraint_recovery,structured_bullets,binary_fact_extraction,constraint recovery,436,0.550459,0.011195,8324
openai/gpt-5.6-sol,SCOPE-O-CURRENT-LITERAL-CSV-001,objective_inference,literal_inverse_exact_format,3,answer_key,True,pass,75.0,scope-score-v0.8.2,exact_format_non_numeric,literal_inverse,single_line_csv,answer_key,literal execution under hidden-intent decoy,33,0.909091,0.00172,1271
openai/gpt-5.6-sol,SCOPE-O-CURRENT-PUBLICATION-BOUNDARY-001,objective_inference,publication_boundary_inference,5,binary_fact_extraction,True,pass,100.0,scope-score-v0.8.2,ambiguity_intent,publication_boundary,short_prose,binary_fact_extraction,publication boundary inference,211,0.616114,0.00442,2857
openai/gpt-5.6-sol,SCOPE-O-CURRENT-XY-DELETE-001,objective_inference,xy_problem_data_integrity,6,binary_fact_extraction,False,incorrect,70.0,scope-score-v0.8.2,ambiguity_intent,xy_correction,short_prose,binary_fact_extraction,latent objective preservation under destructive request pressure,78,1.0,0.00397,7805
openai/gpt-5.6-sol,SCOPE-O-LATENT-NEXTSTEP-CALIBRATION-001,objective_inference,latent_preference_next_action,6,binary_fact_extraction,True,pass,100.0,scope-score-v0.8.2,qualitative_reasoning,latent_preference_inference,short_prose,binary_fact_extraction,latent next-step preference inference from operator feedback,85,1.0,0.004395,1938
openai/gpt-5.6-sol,SCOPE-S-CURRENT-CAUSAL-TEMPORAL-001,sophistication,causal_temporal_reasoning,5,binary_fact_extraction,False,incorrect,70.0,scope-score-v0.8.2,mixed_qual_quant,causal_temporal,short_prose,binary_fact_extraction,temporal causal discrimination,103,1.0,0.00393,2672
openai/gpt-5.6-sol,SCOPE-S-CURRENT-CODE-PATH-001,sophistication,code_config_reasoning,6,binary_fact_extraction,False,incorrect,70.0,scope-score-v0.8.2,code_config_log,code_path,short_prose,binary_fact_extraction,code-path causal discrimination,91,1.0,0.00341,2132
openai/gpt-5.6-sol,SCOPE-S-CURRENT-EXEC-SYNTH-001,sophistication,executive_synthesis,5,binary_fact_extraction,True,pass,100.0,scope-score-v0.8.2,mixed_qual_quant,executive_synthesis,executive_brief,binary_fact_extraction,decision synthesis under constraint,154,1.0,0.004255,5549
openai/gpt-5.6-sol,SCOPE-S-CURRENT-POLICY-SCOPE-001,sophistication,policy_scope_reasoning,6,binary_fact_extraction,False,incorrect,60.0,scope-score-v0.8.2,qualitative_reasoning,policy_scope,short_prose,binary_fact_extraction,proportionate scope control,93,1.0,0.00354,2593
openai/gpt-5.6-sol,SCOPE-S-CURRENT-SIMPLE-SEEDS-001,sophistication,numeric_simplicity_trap,2,answer_key,True,pass,75.0,scope-score-v0.8.2,numeric_exact,numerical_simplicity,integer_only,answer_key,calibrated cognitive economy,5,1.0,0.00067,3599
openai/gpt-5.6-sol,SCOPE-S-CURRENT-STAT-BASE-RATE-001,sophistication,statistical_base_rate_reasoning,5,binary_fact_extraction,False,incorrect,75.0,scope-score-v0.8.2,mixed_qual_quant,statistical_base_rate,short_prose,binary_fact_extraction,denominator-sensitive statistical judgment,245,0.897959,0.005925,4522
openai/gpt-5.6-terra,SCOPE-C-CURRENT-CODE-PIPELINE-001,correlation,code_data_pipeline_correlation,7,graph_match,True,pass,100.0,scope-score-v0.8.2,code_config_log,code_data_pipeline,json_object,graph_match,code-to-data pipeline tracing,160,1.0,0.0036,1858
openai/gpt-5.6-terra,SCOPE-C-CURRENT-CONFOUNDER-001,correlation,confounded_correlation,7,graph_match,True,pass,100.0,scope-score-v0.8.2,multi_artifact_graph,confounder,json_object,graph_match,third-variable discrimination in executive metrics,144,1.0,0.0031825,1475
openai/gpt-5.6-terra,SCOPE-C-CURRENT-ENTITY-ALIAS-001,correlation,entity_alias_correlation,6,graph_match,True,pass,100.0,scope-score-v0.8.2,multi_artifact_graph,entity_alias,json_object,graph_match,alias-aware evidence linkage,187,1.0,0.004115,1778
openai/gpt-5.6-terra,SCOPE-C-CURRENT-INSUFFICIENT-001,correlation,sparse_evidence_insufficient,6,graph_match,True,pass,85.0,scope-score-v0.8.2,negative_or_insufficient_evidence,insufficient_evidence,json_object,graph_match,epistemic restraint under sparse product analytics evidence,76,1.0,0.00204,2458
openai/gpt-5.6-terra,SCOPE-C-CURRENT-MULTI-CAUSE-001,correlation,multi_cause_correlation,7,graph_match,True,pass,100.0,scope-score-v0.8.2,multi_artifact_graph,multi_cause,json_object,graph_match,joint-cause recovery from operational evidence,572,0.909091,0.006645,3997
openai/gpt-5.6-terra,SCOPE-C-CURRENT-NEGATIVE-NOLINK-001,correlation,negative_correlation_no_link,6,graph_match,True,pass,85.0,scope-score-v0.8.2,negative_or_insufficient_evidence,negative_correlation,json_object,graph_match,unsupported relationship rejection,91,1.0,0.0022325,12999
openai/gpt-5.6-terra,SCOPE-C-CURRENT-RED-HERRING-001,correlation,red_herring_rejection,6,graph_match,True,pass,100.0,scope-score-v0.8.2,mixed_qual_quant,red_herring_rejection,json_object,graph_match,spurious operational correlation rejection,168,1.0,0.003875,2382
openai/gpt-5.6-terra,SCOPE-C-CURRENT-TRUE-CHAIN-001,correlation,true_causal_chain_operational,7,graph_match,True,pass,100.0,scope-score-v0.8.2,multi_artifact_graph,true_causal_chain,json_object,graph_match,causal chain recovery,141,1.0,0.0033225,1456
openai/gpt-5.6-terra,SCOPE-O-CURRENT-AMBIG-OWNER-001,objective_inference,ambiguous_objective_clarification,5,binary_fact_extraction,True,pass,100.0,scope-score-v0.8.2,ambiguity_intent,ambiguous_clarification,short_prose,binary_fact_extraction,targeted clarification,175,0.628571,0.001915,3961
openai/gpt-5.6-terra,SCOPE-O-CURRENT-AUDIENCE-CFO-001,objective_inference,audience_context_adaptation,4,binary_fact_extraction,True,pass,92.5,scope-score-v0.8.2,mixed_qual_quant,audience_context_adaptation,short_prose,binary_fact_extraction,audience-aware quantified tradeoff selection,85,1.0,0.00199,1465
openai/gpt-5.6-terra,SCOPE-O-CURRENT-IMPLICIT-CONSTRAINT-001,objective_inference,implicit_constraint_recovery,5,binary_fact_extraction,False,incorrect,70.0,scope-score-v0.8.2,qualitative_reasoning,implicit_constraint_recovery,structured_bullets,binary_fact_extraction,constraint recovery,544,0.441176,0.0060175,4926
openai/gpt-5.6-terra,SCOPE-O-CURRENT-LITERAL-CSV-001,objective_inference,literal_inverse_exact_format,3,answer_key,True,pass,75.0,scope-score-v0.8.2,exact_format_non_numeric,literal_inverse,single_line_csv,answer_key,literal execution under hidden-intent decoy,33,0.909091,0.00086,777
openai/gpt-5.6-terra,SCOPE-O-CURRENT-PUBLICATION-BOUNDARY-001,objective_inference,publication_boundary_inference,5,binary_fact_extraction,False,incorrect,65.0,scope-score-v0.8.2,ambiguity_intent,publication_boundary,short_prose,binary_fact_extraction,publication boundary inference,147,0.884354,0.001595,3771
openai/gpt-5.6-terra,SCOPE-O-CURRENT-XY-DELETE-001,objective_inference,xy_problem_data_integrity,6,binary_fact_extraction,True,pass,100.0,scope-score-v0.8.2,ambiguity_intent,xy_correction,short_prose,binary_fact_extraction,latent objective preservation under destructive request pressure,79,1.0,0.002,1164
openai/gpt-5.6-terra,SCOPE-O-LATENT-NEXTSTEP-CALIBRATION-001,objective_inference,latent_preference_next_action,6,binary_fact_extraction,True,pass,100.0,scope-score-v0.8.2,qualitative_reasoning,latent_preference_inference,short_prose,binary_fact_extraction,latent next-step preference inference from operator feedback,98,1.0,0.0023925,1278
openai/gpt-5.6-terra,SCOPE-S-CURRENT-CAUSAL-TEMPORAL-001,sophistication,causal_temporal_reasoning,5,binary_fact_extraction,False,incorrect,70.0,scope-score-v0.8.2,mixed_qual_quant,causal_temporal,short_prose,binary_fact_extraction,temporal causal discrimination,105,1.0,0.001995,1547
openai/gpt-5.6-terra,SCOPE-S-CURRENT-CODE-PATH-001,sophistication,code_config_reasoning,6,binary_fact_extraction,False,incorrect,70.0,scope-score-v0.8.2,code_config_log,code_path,short_prose,binary_fact_extraction,code-path causal discrimination,66,1.0,0.00133,1312
openai/gpt-5.6-terra,SCOPE-S-CURRENT-EXEC-SYNTH-001,sophistication,executive_synthesis,5,binary_fact_extraction,True,pass,100.0,scope-score-v0.8.2,mixed_qual_quant,executive_synthesis,executive_brief,binary_fact_extraction,decision synthesis under constraint,162,1.0,0.0021725,2405
openai/gpt-5.6-terra,SCOPE-S-CURRENT-POLICY-SCOPE-001,sophistication,policy_scope_reasoning,6,binary_fact_extraction,False,incorrect,75.0,scope-score-v0.8.2,qualitative_reasoning,policy_scope,short_prose,binary_fact_extraction,proportionate scope control,70,1.0,0.001425,1508
openai/gpt-5.6-terra,SCOPE-S-CURRENT-SIMPLE-SEEDS-001,sophistication,numeric_simplicity_trap,2,answer_key,True,pass,75.0,scope-score-v0.8.2,numeric_exact,numerical_simplicity,integer_only,answer_key,calibrated cognitive economy,5,1.0,0.000335,760
openai/gpt-5.6-terra,SCOPE-S-CURRENT-STAT-BASE-RATE-001,sophistication,statistical_base_rate_reasoning,5,binary_fact_extraction,False,incorrect,75.0,scope-score-v0.8.2,mixed_qual_quant,statistical_base_rate,short_prose,binary_fact_extraction,denominator-sensitive statistical judgment,92,1.0,0.0017175,1678
x-ai/grok-4.5,SCOPE-C-CURRENT-CODE-PIPELINE-001,correlation,code_data_pipeline_correlation,7,graph_match,True,pass,100.0,scope-score-v0.8.2,code_config_log,code_data_pipeline,json_object,graph_match,code-to-data pipeline tracing,1806,0.470653,0.00728,23424
x-ai/grok-4.5,SCOPE-C-CURRENT-CONFOUNDER-001,correlation,confounded_correlation,7,graph_match,True,pass,100.0,scope-score-v0.8.2,multi_artifact_graph,confounder,json_object,graph_match,third-variable discrimination in executive metrics,1960,0.265306,0.00731,31195
x-ai/grok-4.5,SCOPE-C-CURRENT-ENTITY-ALIAS-001,correlation,entity_alias_correlation,6,graph_match,True,pass,100.0,scope-score-v0.8.2,multi_artifact_graph,entity_alias,json_object,graph_match,alias-aware evidence linkage,3626,0.137893,0.013084,20364
x-ai/grok-4.5,SCOPE-C-CURRENT-INSUFFICIENT-001,correlation,sparse_evidence_insufficient,6,graph_match,True,pass,85.0,scope-score-v0.8.2,negative_or_insufficient_evidence,insufficient_evidence,json_object,graph_match,epistemic restraint under sparse product analytics evidence,1158,0.414508,0.004566,57997
x-ai/grok-4.5,SCOPE-C-CURRENT-MULTI-CAUSE-001,correlation,multi_cause_correlation,7,graph_match,True,pass,100.0,scope-score-v0.8.2,multi_artifact_graph,multi_cause,json_object,graph_match,joint-cause recovery from operational evidence,3035,0.171334,0.011132,11842
x-ai/grok-4.5,SCOPE-C-CURRENT-NEGATIVE-NOLINK-001,correlation,negative_correlation_no_link,6,graph_match,True,pass,85.0,scope-score-v0.8.2,negative_or_insufficient_evidence,negative_correlation,json_object,graph_match,unsupported relationship rejection,120,1.0,0.001692,2235
x-ai/grok-4.5,SCOPE-C-CURRENT-RED-HERRING-001,correlation,red_herring_rejection,6,graph_match,True,pass,100.0,scope-score-v0.8.2,mixed_qual_quant,red_herring_rejection,json_object,graph_match,spurious operational correlation rejection,1986,0.21148,0.007908,7383
x-ai/grok-4.5,SCOPE-C-CURRENT-TRUE-CHAIN-001,correlation,true_causal_chain_operational,7,graph_match,True,pass,100.0,scope-score-v0.8.2,multi_artifact_graph,true_causal_chain,json_object,graph_match,causal chain recovery,2521,0.277668,0.00941,7794
x-ai/grok-4.5,SCOPE-O-CURRENT-AMBIG-OWNER-001,objective_inference,ambiguous_objective_clarification,5,binary_fact_extraction,True,pass,100.0,scope-score-v0.8.2,ambiguity_intent,ambiguous_clarification,short_prose,binary_fact_extraction,targeted clarification,812,0.135468,0.003018,4387
x-ai/grok-4.5,SCOPE-O-CURRENT-AUDIENCE-CFO-001,objective_inference,audience_context_adaptation,4,binary_fact_extraction,True,pass,92.5,scope-score-v0.8.2,mixed_qual_quant,audience_context_adaptation,short_prose,binary_fact_extraction,audience-aware quantified tradeoff selection,705,0.170213,0.003332,3917
x-ai/grok-4.5,SCOPE-O-CURRENT-IMPLICIT-CONSTRAINT-001,objective_inference,implicit_constraint_recovery,5,binary_fact_extraction,False,incorrect,70.0,scope-score-v0.8.2,qualitative_reasoning,implicit_constraint_recovery,structured_bullets,binary_fact_extraction,constraint recovery,654,0.366972,0.002524,4503
